8.65	22.5	1
8.95	22.8	1
9.95	22.65	1
8.95	22.2	1
9.65	21.9	1
10.55	22.3	1
10.9	22.85	1
11.35	23.45	1
12.05	23.4	1
12.3	22.75	1
11.7	22.15	1
11.15	22.05	1
10.85	21.5	1
10.85	21.05	1
9.6	21.3	1
9.85	20.7	1
9.35	20.6	1
9.25	19.65	1
9.95	19.8	1
10.7	20.35	1
11.3	20.7	1
12.35	21.6	1
13.1	21.3	1
12.85	20.75	1
12	20	1
11	19.85	1
10.35	19	1
9.9	18.65	1
10.6	18.15	1
11.4	18.3	1
11.4	19.25	1
12.35	18.8	1
12.8	19.75	1
12.15	18.1	1
11.05	17.5	1
11.95	17.25	1
12.25	17.5	1
13.05	17.4	1
13.75	18.15	1
13.5	18.65	1
13.65	19.25	1
14	19.9	1
15.2	18.2	1
15.5	17.15	1
13.9	17.1	1
13.75	16.6	1
12.15	16.4	1
7.8	13.7	1
8.85	13.35	1
9	12.7	1
9.7	12.1	1
8.05	12.9	1
7.7	13.25	1
6.8	13.2	1
6.6	13.45	1
6.2	12.55	1
5.4	12.85	1
5.7	12.25	1
5.2	11.9	1
5.15	11.35	1
5.85	11.2	1
6.1	11.75	1
7	12.35	1
7.05	12.45	1
7.9	12.5	1
8.55	12.1	1
7.85	11.85	1
7.1	11.95	1
6.9	11.5	1
6.85	10.9	1
6.4	10.7	1
5.9	10.3	1
6.4	10.25	1
7.05	10.05	1
7.35	10.5	1
7.65	11.1	1
8.1	11.2	1
8.8	11.4	1
8.3	10.55	1
9	10.9	1
9.35	10.5	1
10.15	11	1
10.4	10.55	1
10.9	10	1
11.55	10.2	1
11.75	10.85	1
10.1	8.65	1
11.05	9.1	1
11.85	9.8	1
12.85	10.65	1
12.9	11.7	1
13.6	11.1	1
14.05	11.75	1
14.5	11.8	1
14.3	12.45	1
17	12.9	1
15.8	12.6	1
15.85	12	1
16.7	12.2	1
16.25	11.7	1
15.55	11.15	1
14.8	11.35	1
14.45	10.75	1
13.75	10.45	1
12.8	10.1	1
13.15	9.8	1
12.45	9.3	1
11.8	8.95	1
11.1	8.45	1
10.35	7.7	1
10.1	6.75	1
11.3	7.95	1
12.35	8.45	1
13.1	8.95	1
13.2	9.35	1
14.1	10.05	1
11.5	7.5	1
11.35	6.9	1
11.95	6.75	1
12.4	7.1	1
12.25	7.6	1
12.95	7.6	1
13.45	7.95	1
13.35	8.25	1
13.75	9	1
14.3	9.3	1
14.85	9.55	1
15.1	10.25	1
15.45	10.55	1
16.35	10.85	1
16.75	11.5	1
16.25	10.2	1
15.4	10.1	1
15.45	9.7	1
15.15	9.3	1
15.25	8.65	1
15.55	8.2	1
14.25	8.7	1
14.25	8.25	1
15.05	7.8	1
14.3	7.5	1
13.55	7.45	1
14.3	6.95	1
13.95	6.7	1
13.05	6.95	1
13.05	6.2	1
11.55	6.3	1
10.8	5.85	1
10.6	5.05	1
11.35	5.55	1
12.15	5.4	1
12.4	5.8	1
12.8	5.7	1
13.65	5.9	1
13.9	5.3	1
13.1	5.1	1
12.55	4.9	1
11.5	4.75	1
11.35	4.05	1
12.4	4.35	1
11.75	3.45	1
12.65	3.7	1
13.4	4.35	1
13.9	4.95	1
12.75	3	1
13.55	3.15	1
13.7	3.65	1
14.1	4.1	1
14.65	5.05	1
14.35	5.75	1
14.5	6.55	1
15.15	7.1	1
13.6	2.55	1
14.45	2.4	1
14.6	3.05	1
15	3.4	1
15.25	3.5	1
14.7	4.1	1
14.7	4.5	1
15.25	2.7	1
15.65	2.05	1
15.95	2.8	1
16.1	3.55	1
15.9	4	1
15.6	4.75	1
15.55	5.05	1
15.35	5.5	1
15.15	5.95	1
15.5	6.75	1
15.7	6.35	1
16.2	5.9	1
16.35	5.35	1
16.2	4.55	1
16.55	4.2	1
16.95	4.75	1
17.05	5.1	1
17.3	4.8	1
17.3	4.15	1
17.6	4.3	1
17.05	3.7	1
17.25	3.05	1
16.65	2.8	1
16.55	2.15	1
17.2	2.05	1
18.15	1.95	1
18.05	2.45	1
18.15	3.05	1
18.6	3.45	1
18.4	3.6	1
18.85	3.2	1
19.1	2.65	1
19.45	2.65	1
19	2.1	1
19.9	2.05	1
20.45	2.8	1
19.8	3.25	1
19.45	3.9	1
18.65	4.2	1
18.4	4.6	1
18.65	4.75	1
18.75	5.15	1
19.1	4.55	1
17.9	5.4	1
17.65	5.7	1
17.05	6.05	1
17.4	6.5	1
16.6	6.85	1
15.7	7.15	1
15.75	7.75	1
16.6	7.95	1
20.4	3.4	1
20.7	3.45	1
21.15	2.85	1
21.75	2.65	1
22	3.25	1
22.2	3.5	1
21.45	3.75	1
21.1	4.05	1
20.15	4.3	1
20.8	4.7	1
20.7	5.15	1
19.75	5.05	1
19.85	5.5	1
20.4	5.65	1
20.55	5.75	1
18.7	5.75	1
19.25	5.95	1
18.4	6	1
18.45	6.6	1
17.65	7.05	1
16.7	7.4	1
18.65	7.3	1
18.05	7.35	1
17.85	7.75	1
17.5	8.25	1
17.15	8.6	1
17.05	9	1
16.4	8.7	1
16.05	8.95	1
16.05	9.6	1
16.5	9.75	1
17.25	9.6	1
17.6	9.9	1
17.8	9.3	1
18	8.55	1
18.8	8.1	1
18.8	8.35	1
19.4	7.6	1
19.25	6.6	1
20.05	6.95	1
19.8	7.5	1
20.05	6.35	1
21.15	5.7	1
21.65	4.85	1
22.15	4.35	1
23.05	3.35	1
23.05	3.8	1
23.15	4.4	1
22.5	4.75	1
22.15	5.2	1
24.15	4.55	1
23.5	5.05	1
23.1	5.3	1
23	5.75	1
22.2	5.75	1
21.85	6.2	1
20.75	6.55	1
21	7.15	1
20.75	7.65	1
20	8.2	1
19.5	8.65	1
18.85	9.05	1
18.75	9.55	1
18.6	10	1
16.95	10.35	1
17.35	10.85	1
18	10.65	1
18.5	10.55	1
18.1	11.1	1
17.55	11.3	1
17.95	11.9	1
18.3	12	1
18	12.5	1
19	11.65	1
19.5	11.05	1
19.45	10.55	1
19.4	9.65	1
20.1	9.4	1
20.05	9.95	1
20.05	10.2	1
19.35	12.2	1
19.2	12.25	1
20.05	11.6	1
20.6	11.15	1
20.7	10.65	1
21.3	11.65	1
21.8	11.15	1
21.85	10.7	1
21.65	10.05	1
20.95	10.2	1
20.9	9.7	1
21.65	9.45	1
21.2	9.25	1
20.75	8.75	1
20.55	8.75	1
21.1	8	1
21.65	8.65	1
21.75	8.2	1
21.95	7.55	1
22	6.75	1
22.8	6.45	1
22.65	6.65	1
22.75	7.05	1
23	7.35	1
22.55	7.9	1
22.2	8.7	1
22.9	8.45	1
22.35	9.2	1
22.75	9.35	1
22.4	10.05	1
23.05	10.9	1
23.3	9.85	1
23.95	9.8	1
23.65	9.1	1
23.7	8.85	1
24.25	8.25	1
24.85	7.95	1
23.5	7.85	1
23.85	7.35	1
23.95	6.9	1
23.65	6.5	1
23.6	5.7	1
24.3	5.65	1
24.8	6.4	1
34.05	3.5	1
33.05	3.85	1
32	3.8	1
31.9	4.4	1
31.05	4.75	1
30.4	5.65	1
30.75	6.1	1
30	6.7	1
30.1	7.4	1
29.5	8.15	1
30.75	8	1
30.85	7.35	1
31.5	6.75	1
31.75	5.95	1
32.35	6.45	1
32.8	6	1
32.05	5.1	1
32.8	4.8	1
32.65	4.4	1
33.65	4.6	1
33.05	5.15	1
33.6	5.45	1
34.5	5.05	1
34.9	4.65	1
35.45	4.1	1
34.6	4.05	1
34.2	4.2	1
36.3	5.2	1
35.55	5.35	1
35.95	6.05	1
34.8	5.85	1
33.7	6.15	1
33.95	6.6	1
33.7	7.05	1
32.75	7.1	1
32.3	7.65	1
33	7.9	1
31.95	8.15	1
31.15	8.65	1
30.35	8.85	1
29.85	9	1
30.7	9.15	1
29.7	9.9	1
30.45	9.95	1
30.95	9.85	1
31.8	9.45	1
32.45	8.8	1
33.55	8.6	1
34.35	7.7	1
34.7	8	1
34.6	7.25	1
35	6.8	1
35.5	7.35	1
36.1	7.5	1
36.55	7	1
36	8.2	1
35.35	8.05	1
36.55	8.65	1
36.4	9.1	1
35.5	9.1	1
34.55	8.85	1
35.25	9.4	1
34.4	9.5	1
33.5	9.3	1
33.85	9.8	1
32.5	9.65	1
32.3	10.25	1
33.3	10.3	1
31.6	10.5	1
30.6	10.5	1
30.4	11.1	1
30.9	11.45	1
30.7	11.65	1
30.4	12.05	1
31.2	12	1
31.95	11.35	1
31.65	11.05	1
32.95	11.15	1
32.65	11.7	1
32.25	12.25	1
32.05	12.25	1
31.3	12.7	1
31.95	12.95	1
32.75	13.1	1
33.15	13.2	1
33.1	12.75	1
33.15	12.1	1
34.3	11.75	1
34	10.85	1
34.65	11	1
34.8	10.1	1
35.65	9.85	1
36.35	10	1
35.55	10.75	1
35.8	11.55	1
35.2	11.75	1
34.7	11.75	1
34.95	12.75	1
34.05	12.55	1
34.05	13.05	1
33.25	13.7	1
33.2	14.15	1
33.25	14.7	1
33	15.15	1
32.95	15.65	1
32.6	16.15	1
32.45	16.75	1
32.65	17.05	1
32.75	17.3	1
31.75	17.2	1
31.7	17.65	1
31	17.5	1
31.15	17.9	1
30.45	18.05	1
30.05	18.8	1
30.55	18.8	1
30.5	19.3	1
30.25	19.4	1
29.6	19.85	1
29.15	20.55	1
30.25	20.45	1
30.7	20.05	1
31	19.9	1
31.55	19.65	1
31.5	18.55	1
32.05	18.6	1
31.95	19.1	1
32.6	18.35	1
32.85	17.95	1
33.45	17.45	1
33.7	17	1
34.25	17.35	1
34.3	18.05	1
33.85	18.4	1
33.05	18.85	1
33.25	18.95	1
32.8	19.15	1
32.3	19.85	1
32.8	20	1
31.75	20.25	1
31.75	20.75	1
32.1	21.15	1
31.55	21.6	1
30.65	21.3	1
29.95	21.6	1
29.5	21.6	1
30.35	22.05	1
31.05	22	1
31.55	22.2	1
30.95	22.65	1
30.3	23.1	1
29.6	23.15	1
29.35	22.55	1
29.2	23.85	1
30.75	24	1
30.95	24.15	1
31.45	23.7	1
31.95	23.15	1
32.55	22.05	1
32.6	22.55	1
33.25	22.25	1
33.65	21.9	1
33.5	21.3	1
33.1	20.75	1
33.8	20.4	1
33.85	20	1
34.15	19.3	1
34.85	18.85	1
35.3	18.55	1
35.4	19.35	1
34.55	19.75	1
35.05	20	1
35.95	19.85	1
36.35	20.6	1
35.5	20.55	1
34.45	20.65	1
34.4	21.25	1
35	21.05	1
35.75	21.3	1
35.05	21.5	1
34.6	22.05	1
34.2	21.75	1
36.25	21.95	1
35.7	22.3	1
35.5	22.9	1
35.85	23.25	1
36.3	23.8	1
35.45	24.1	1
34.9	23.5	1
34.2	22.9	1
33.85	23.3	1
33.25	23.35	1
32.45	23.7	1
33.6	23.9	1
34.25	23.95	1
34.25	24.1	1
35.4	24.7	1
35.15	25.3	1
34.4	24.9	1
33.7	24.85	1
32.25	24.45	1
32.5	24.7	1
31.45	24.45	1
31.55	25.2	1
31.05	25	1
30.25	24.3	1
29.8	24.8	1
29.6	25.5	1
29.7	26.05	1
30.5	25.5	1
30.65	26	1
31.25	26.05	1
31.45	26.95	1
30.75	26.9	1
30.65	27.15	1
31.25	27.85	1
31.85	27.75	1
32.7	28.2	1
33.25	27.55	1
32.4	27.1	1
32.15	26.65	1
32.35	25.95	1
32.95	25.5	1
33.85	26.05	1
33.05	26.5	1
33.65	27	1
34.1	27.35	1
34.2	27.95	1
34.65	26.85	1
35.25	26	1
35.7	26.15	1
34.4	25.6	1
21.3	20.8	1
20.15	20.9	1
19.2	21.35	1
19.1	21.85	1
18.45	22.8	1
18.75	22.95	1
19.4	23	1
19.55	22.25	1
19.8	21.85	1
20.5	21.85	1
21.45	21.45	1
21.7	21.9	1
21.4	22.3	1
21	22.6	1
21.15	22.95	1
20.5	22.85	1
19.75	23.65	1
19.2	23.7	1
18.45	24.35	1
20.65	23.85	1
20.65	24.3	1
19.7	24.6	1
20.15	25.05	1
22.15	25.1	1
21.6	24.65	1
21.7	23.8	1
21.9	23.65	1
22.55	23.5	1
22.55	24.3	1
23.3	24.45	1
24.25	24.35	1
23.8	25.25	1
23.4	23.8	1
22.9	23.2	1
22.3	22.8	1
22.2	22.4	1
23.1	21.7	1
22.85	21.9	1
22.65	21.1	1
23.15	22.6	1
24.1	21.9	1
24.7	22.2	1
24.3	22.6	1
24.15	23.3	1
23.9	23.45	1
5.2	2.15	1
6.35	1.95	1
6.75	2.3	1
5.9	2.4	1
5.4	2.7	1
4.85	2.9	1
4.85	3.35	1
5.15	3.45	1
5.7	3.45	1
6.2	3	1
6.2	3.2	1
7.65	2.15	1
7.2	2.75	1
6.75	3.2	1
6.75	3.55	1
6.65	3.8	1
5.8	4	1
4.95	4.05	1
5.1	4.35	1
5.7	4.45	1
5.45	4.85	1
6.7	4.8	1
6.55	5.05	1
7.2	4.9	1
6.2	4.25	1
7.1	4.3	1
7.85	4.5	1
7.6	4.15	1
7.25	3.55	1
7.8	3.35	1
8.05	2.75	1
8.5	3.25	1
8.1	3.55	1
8.15	4	1
